review,hotel#general,hotel#prices,hotel#design&features,hotel#cleanliness,hotel#comfort,hotel#quality,hotel#miscellaneous,rooms#general,rooms#prices,rooms#design&features,rooms#cleanliness,rooms#comfort,rooms#quality,rooms#miscellaneous,room_amenities#general,room_amenities#prices,room_amenities#design&features,room_amenities#cleanliness,room_amenities#comfort,room_amenities#quality,room_amenities#miscellaneous,facilities#general,facilities#prices,facilities#design&features,facilities#cleanliness,facilities#comfort,facilities#quality,facilities#miscellaneous,service#general,location#general,food&drinks#prices,food&drinks#quality,food&drinks#style&options,food&drinks#miscellaneous
Chúng tôi rất hài lòng về khách sạn Lavela Hotel Saigon. Khách sạn là nơi tôi đã từng đến khách sạn này và tôi đã từng ăn Nhà Hàng của khách sạn Lavela Saigon Hotel. Chúng tôi rất mong về khách sạn Lavela Saigon Hotel.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng sạch sẽ, nhân viên phục vụ chu đáo tận tình. Phòng mình đặt có view đẹp nhìn ra được toàn thành phố từ trên cao. Bể bơi vô cực đẹp, thoải mái, khu tập gym đầy đủ equipment. Chắc chắn lần sau mình sẽ quay lại đây!",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Chúng tôi ở lại đây 3 đêm sau chuyến bay 14 giờ về Việt Nam. Nhân viên rất thân thiện, phòng rất sạch sẽ. Bể bơi trên sân thượng là một phần thưởng lớn!Chúng tôi rất thích ở đây và muốn giới thiệu nó để bình tĩnh lại sau một chuyến bay dài nhưng cũng để nghỉ ngơi trong thành phố nhanh chóng.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Ở tại khách sạn vài đêm, đó là một nơi tốt đẹp và có đội ngũ nhân viên tuyệt vời.Khách sạn có một hồ bơi / quầy bar thực sự mát mẻ trên mái nhà nhìn ra sông.Chỉ có tiện nghi tôi thực sự sử dụng là phòng câu lạc bộ vào buổi sáng, có một lựa chọn thực phẩm tốt đẹp.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"Phục vụ tốt: Vy Thanh , tuyết phục vụ rất tốt.  . Whisper bar. Tầng 10 phục vụ tốt, rộng rãi, trang trí đẹp. Quầy lễ Tân phục vụ lịch sự. Phòng đẹp. Khu hồ bơi rộng rãi, có quầy bar. Khách sạn có nhiều phòng. Nhân viên dọn phòng rất sạch sẽ, gọn gàng. Rất thích khách sạn này👍👍 Lần sau sẽ ghé tiếp❤️❤️❤️",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Ngô Minh Đạt va Tường Vi phục vụ rất tốt và chăm sóc khách hàng chu đáo. Cô ấy rất hay cười với mang tâm trạng vui vẻ mỗi khi cười. Đồ ăn ngon tôi rất thích đặc biệt là các món ăn trang trí rất đẹp mắt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Tốt, nhân viên lễ tân Quỳnh thân thiện nhiệt tình, dịch vụ tốt , thời gian ra vào luôn có nhân viên 24/24 phục vụ. Tôi sẽ giới thiệu cho bạn bè và gia đình tới ở khách sạn  New World. Lần sau tôi nhất định sẽ ghé lại khách sạn",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mọi thứ ở đây đều đẹp, nhân viên thân thiện nhiệt tình, nhà hàng ăn sáng ok, phòng ở đẹp sạch sẽ, đầy đủ tiện nghi, view đẹp, chúng tôi đã có kỳ nghỉ thoải mái và thư giãn tại đây. Sẽ ghé lại lần sau nếu có dịp.",1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Chúng tôi ở đây vài đêm trong khi ở Hồ Chí Minh và hoàn toàn thích nó. Khách sạn (và phòng của chúng tôi) rất đẹp, nhân viên thân thiện và có sức chứa và đồ ăn rất ngon. Chúng tôi chắc chắn sẽ trở lại lần sau khi chúng tôi ở Hồ Chí Minh. Cảm ơn bạn!",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Tôi và bạn tôi đã ăn súp nấm và bún bò huế ở Spice Viet của khách sạn, rất ngon và hợp khẩu vị. Nhất định tôi sẽ ghé lại nhà hàng khi có cơ hội. Phòng cũng gọn gàng, sạch sẽ, nhân viên phục vụ thì rất nhiệt tình và chu đáo.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Tôi cùng gia đình lần đầu đến tphcm và đã chọn khách sạn đây làm nơi nghỉ dưỡng. Dịch vụ tốt, nhân viên lễ tân dễ thương. Nhà hàng có bữa sáng rất ngon, bạn Minh Hằng nhiệt tình giới thiệu các món ăn ở đây. Gia đình đã có trải nghiệm tốt, cám ơn khách sạn.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Sự hiếu khách của nhân viên rất tuyệt Phòng mà tôi nhận được có một bể sục trong phòng. Khách sạn sang trọng này cung cấp cơ sở tuyệt vời quá. Yêu môi trường xung quanh. Tôi hài lòng với dịch vụ và tiện nghi của Phòng Suite. Nó thực sự là một giá trị tốt nhất cho tiền. Rat khuyen khich.,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"Khách sạn gần trung tâm  ngay trục đường 1 chiều ,nhân viên thân thiện và nhiệt tình hỗ trợ tôi book taxi . Đặc biệt bữa ăn sáng có bánh mỳ Sài Gòn rất đặc biệt. Phòng sạch có cửa sổ rộng. Tôi sẽ quay lại và giới thiệu cho nhiều người quen.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Thật không thể tưởng tượng được là không gian và đồ ăn của la vela có thể ngon và mãn  nhãn đến vậy. Cảm ơn La vela đã mang tới cho bọn tớ nhiều cảm xúc đến vậy. Đặc biệt là 2 bạn phục vụ quá sôi nổi là bạn Minh và Mai Anh. Cảm ơn 2 bạn và nhà hàng,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Đồ ăn hương vị Quảng Đông khá bắt mắt và hấp dẫn. Đặc biệt phải thử há cảo bò phô mai , gà tứ xuyên và sườn chua ngọtSẽ giới thiệu ghé đến nhà hàng thường xuyên. Cảm ơn các bạn nhân viên đã phục vụ chu đáo như anh Trí, Vỹ , Châu, Thịnh, Huy, Phương , Linh, Hiếu và Bảo",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Đồ ăn ở đây rất phong phú . Không gian thì thoáng mát tràn ngập cây xanh. Hồ bơi rất rộng. Thang máy  đi nhanh . Cả giường ,gối và chăn đều rất ấm áp và êm ái. Đèn hơi yếu và trong nhà vệ sinh không có vòi xịt. Tất cả mọi người ở đây đều rất thân thiện. 🥰☺️🥳🤗🤭",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0
"Thanks very much,toàn thể các bạn Eddy,My,Ngọc,Thảo,Nun,Như,Khánh,đã nhiệt tình phục vụ cho bữa tiệc Sinh Nhật của Vợ tôi rất là very Good.từ lúc vô đến lúc tàn tiệc các em đã tạo cho Gia đình một khoảng không gian riêng tư và ấm cúng,tạo cho một bữa tiệc đáng nhớ nhất.Xin chân thành cảm ơn đến các em",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dịch vụ tốt, phòng sạch sẽ, đầy đủ các yếu tố nhu cầu khách mong muốn khi lưu trú. Giá phòng phù hợp vị trí này. Điểm lưu trú mới.",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Không gian đẹp, nhân viên lịch sự, dịch vụ tốt, xung quanh đầy đủ tiệc ích, shopping mall, Thích hợp các bạn thik chụp hình, check in, thức ăn ngonHoặc dành cho gia đình nghỉ dưỡng, tiện nghiSẽ quay lại",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Có dịp sử dụng voucher buffet trưa tại nhà hàng tiêu chuẩn 50 sao ở Sài Gòn, và tôi cảm thấy rất hài lòng với chất lượng món ăn cũng như thái độ của nhân viên pvu ở đây. Nhất là hai bạn Vy, bạn Trang. Món tôm hùm VN cũng rất ok.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Ngày 2/3 cty mình có tổ chức tiệc ở lầu 23. Tại đây, thì mình dc các bạn nhân viên hỗ trợ rất nhiệt tình từ đầu buổi. Nên mình và các bạn trong cty cảm thấy rất thoải mái. Đồ ăn thì rất ngon và phục vụ tận tình. Mình cám ơn mn rất nhiều.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Tôi đến tham dự event ở khách sạn Renaissance tôi thấy không gian ở đây ấm áp với viếng trời cao thoáng mát với sự hỗ trợ từ nhân viên Banquet. Cảm ơn các bạn Vy, Thanh, Phương, Trâm, Âu, Yến Nhi, Tính, Nhật rất nhiều",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Lan nao di ct vaof sg la minhf laij vao ks new wourt quận 1 : phòng  rộng rãi ,vew đẹp ,đầu bếp hợp khẩu vị , nv PT xuan Hoa rat nhiệt tình vui vẻ , phục vụ nha hàng chu đáo , quan tâm đến nhu cầu của mình . Lê tân thì chỉnh chu .. ks net cang từ óp tường đến cầu thang máy sịn vô cùng luôn . Đi êm ru … vù cái là lên 10 tầng luôn",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"Tôi đã dùng buffet trưa hai sản cùng bạn bè đồng nghiệp tại khách sạn. Tôi cảm thấy rất hài lòng, món ăn phong phú đa dạng, các bạn nhân viên nhiệt tình đặc biệt là bạn Hân, bạn Linh siêu dễ thương. Cảm ơn nhà hàng, sẽ quay lại",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Phòng rộng và đẹp, view công viên Bạch đằng và Thủ thiêm. Các bạn lễ tân rất thân thiện, bạn Jax, Ruby, Nhi ,Rio. Nước welcome drink hoa đậu biếc rất thơm.  Nhà hàng thức ăn ngon, các bạn rất chu đáo và nhiệt tình,bạn Kha,Dũng,  Rose, Thuy . Cảm ơn tất cả mọi người 😀",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Tôi dất hài lòng với kỳ nghỉ lại lamat 81 , từ phong cách phục vụ và sự thân thiện của nhân viên , phòng dất là tốt , và các món ăn hợp khẩu vị , phong phú và không gian thoáng , phòng sạch sẽ , nhà hàng sang trọng",0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Mình đã có trải nghiệm dùng bữa buffet hải sản tại nhà hàng Mermaid nhân dịp sinh nhật của bạn bè. Nhân viên hostess tại nhà hàng bạn Nhung và Vy rất nhiệt tình, vui vẻ, thân thiện khi chào đón mình. Ngoài ra bạn Nhung tư vấn hải sản cho mình dùng rất vừa miệng ngon. Hải sản da dạng phong phú gia vị nêm nếm rất ngon vừa miệng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Phục vụ tốt . Hợp khẩu vị . Sẽ sớm quay lại , cảm thấy hài lòng khi ở nơi đây . Cảm ơn bạn phụng và nhung. Nguyên  đã giúp đỡ và hổ trợ gia đình trong suốt quá ttinhf lưu trú ở khách sạn. Cảm ơn rất nhiều",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Hôm nay toi đến ăn buffet hải sản tại New World, không gian ở đây sang trọng, đồ ăn ngon: Cưu, tôm hùm, đặc biệt là món nào cũng rất ngon, cảm ơn anh Cang, cùng đội ngũ nhân viên phục vụ: chị Liên, Hương, Thông, Minh, Chị Yến quản lý đã nhiệt tình phục vụ cho gia đinhg tôi, chắc chắn gia đình tôi sẽ ghé lại dùng bữa nữa,",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Menu đa dạng, đồ ăn ngonKhông gian ấm cúng, nhạc nhẹ nhàng. Phù hợp cho gia đình, coupleBạn nhân viên Phúc serve nhiệt tình, thân thiện, dễ thương nữaMust try Xá xíuCó dịp mọi người nên đến nhà hàng để trải nghiệm nhen ♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Cám ơn tất cả các bạn nhân viên đã luôn quan tâm và chăm sóc chúng tôi,các bạn thật tuyệt vời và vui tính.Cám ơn 2 bạn nhân viên hostess Kiều và Thuận đã luôn giúp chúng tôi có những chỗ ngồi đẹp nhất khi đến với nhà hàng The Nest.Lần thứ 2 quay trở lại The Myst,mọi thứ vẫn tuyệt vời.Đây là khách sạn mà các bạn nên trải nghiệm khi đến thành phố HCM.Một lần nữa xin cám ơn và hẹn gặp lại.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Khách sạn có sảnh chờ rất đẹp, thủ tục check in check out nhanh chóng. phòng thoáng, sạch, đồ ăn sáng hơi ít, khách sạng sẽ thu hút được nhiều khách nếu có nhiều. mọi người hãy thử đặt phòng để được trải nghiệm những dịch vụ ở đây. rất đáng để trải nghiệm.",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"Mình rất ấn tượng với không gian sang trọng và dịch vụ chuyên nghiệp tại La Vela Saigon. Đặc biệt, anh Bùi Quốc Tuấn phục vụ rất tận tâm, chu đáo và thân thiện, khiến trải nghiệm của mình trở nên thật dễ chịu. Cảm ơn anh Tuấn và La Vela rất nhiều!",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Khách sạn thực sự tốt đẹp (chúng tôi đã ăn trưa ở đây), nhân viên tuyệt vời, không thể hữu ích hơn. Môi trường xung quanh đẹp, sạch sẽ, mát mẻ (điều hòa), được đối xử thực sự tốt. Rất khuyến khích.Ở trung tâm Sài Gòn (Thành phố Hồ Chí Minh) rất tiện cho việc mua sắm và ngắm cảnh.",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Thức ăn ngon và bạn phục vụ tên Nhất có thái độ rất niềm nở. Buffet rat da dang. Hai san rat nhieu va tuoi. Mot noi tuyet voi de trai nghiem, la noi tuyet voi de ban be gap mat noi chuyen. Sẽ quay lại lần sau.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Tôi đã dùng thử buffet ở đây rất ngon, khung cảnh khá đẹp view rất đẹp nhìn trọn thành phố. Không gian rất rộng chỗ nào cũng có thể chụp hình. Vợ tôi rất thích hồ bơi vô cực, tôi sẽ cùng cô ấy đến đây mỗi cuối tuần",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Chồng tôi và tôi rất thích chúng tôi ở khách sạn này! Căn phòng rất đẹp và nhân viên đặc biệt hữu ích. Một người phụ nữ ở quầy lễ tân giới thiệu một thẩm mỹ viện cho chồng tôi. . . Anh ấy có mái tóc đẹp nhất của đời mình! Bữa sáng rất ngon. Khách sạn nằm ngay đối diện một khu chợ lớn và cách một công viên xinh đẹp không xa.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"Dịch vụ tốt. , chất lượng tốt, cơ sở vật chất mới, thái độ nhân viên niềm nở ( bạn Ni ), Sẽ quay lại sử dụng dịch vụ vào lần tiếp theo",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Phòng sạch, đẹp. View từ phòng tuyệt đẹp và thư giãn. Đồ dùng hiện đại, tiện nghi, chu đáo.Vị trí thuận tiện cho khách du lịch, gần sân bay và gần trung tâm. Mọi người thân thiện, chuyên nghiệp và luôn sẵn sàng hỗ trợ khi cần.Giá cả hợp lý, dịch vụ tuyệt vời và không gian hiện đại, chắc chắn sẽ quay lại trong tương lai ^^",1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Nhân viên thân thiện không gian yên tĩnh, gần các địa điểm du lịch, phòng sạch đẹp, hiện đại, nhà hàng đồ ăn ngon, trang trí ấm cúng, đa dạng các món ăn, hợp khẩu vị, có cơ hội nhất định mình và gia đình sẽ quay trở lại Êmm Hotel một ngày gần nhất! Thank you very much!",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"Mọi thứ thật tuyệt vời. Phòng rộng rãi, bày trí rất hài hòa, các thiết kế theo phong cách Châu Âu. Phòng sách, đẹp và thông thoáng. Mọi thứ rất chỉnh chu. Nhân viên phục vụ và lễ tân rất tốt. Nhìn chung KS rất xứng đáng với chi phí đặt phòng",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"Lần đầu trải nghiệm tại đây vì đọc được nhiều review tốt. Thật sự bất ngờ vì dịch vụ ở đây, phòng ốc sạch sẽ. Khách sạn Êmm nghiêng về căn hộ có bếp, khá thoải mái và tiện lợi. Nhân viên vô cùng thân thiện và lịch sự, nhà hàng có menu đa dạng. Khách sạn gần trung tâm thành phố, rất tiện để đi lại. Sẽ giới thiệu cho bạn bè, khi nào có dịp về saigon tôi nhất định sẽ quay lại Êmm Hotel💗",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Mình đi sau hôm 1/1 nên không gian không quá đông. Nước uống rất OK. Vì nằm trong một khách sạn 5 sao nên không gian rộng rãi. Được bạn Dũng và bạn Phúc giới thiệu nhiệt tình về khách sạn cũng như các dịch vụ trong này. Cảm thấy mọi thứ đều rất tốt,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Mình đã ở đây nhiều lần, lần nào cũng được các bạn hỗ trợ rất nhiều. Hôm t1 mình có quay trở lại, bạn Bảo lễ tân hỗ trợ tìm phòng sớm và giữ hành lý cho mình, vô cùng chu đáo. The Myst là ks có thiết kế độc đáo và cuốn hút. Trà chiều miễn phí là điểm thu hút của khách sạn, có nhạc và đồ ăn vô cùng ngon.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"Khách sạn rất tốt! Chất lượng dịch vụ từ khâu lễ Tân đón tiếp đến phòng đều ok. View các phòng khá đẹp; đặc biệt bể bơi ở tầng 25 rất rộng, xịn xò, phù hợp với người lớn và trẻ con, cũng không có mùi clo ảnh hưởng đến da. Vị trí khách sạn cũng rất thuận tiện đi lại, nơi trung tâm Peace good!",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
Tôi có tổ chức sự kiện tại lầu 3 của khách sạn Sheraton . Mọi thứ rất tuyệt vời và nhanh gọn nhờ sự hỗ trợ nhiệt tình của chị Hạnh Ngo và team BQ . Nhất định tôi sẽ chọn tổ chức sự kiện ở đây trong thời gian sắp tới . Thanks all !!!!!!!!!!!!!!!!!!!!!!!!!!,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Chúng tôi rất vui khi đến nhà hàng mermaid được các bạn chào đón rất nhiệt tình mặt dù khách đông nhưng các bạn vẫn xếp bàn cho chúng tôi khi chúng tôi không đặt trước, nhất là bạn phúc và hân phục vụ rất nhiệt tình, chúng tôi sẽ quay lại nữa",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"- Phòng sạch, đẹp, rộng rãi, đầy đủ tiện nghi.- Bạn nhân viên Hoàng Phước, bạn Yến lễ tân, bạn Hạnh Dung lễ tân lịch sự, thân thiện, chu đáo.- Không gian khách sạn đẹp, chụp ảnh sống ảo tuyệt vời, xứng đáng để quay lại.",1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"khách sạn cao cấp đúng chất lượng, ngay trung tâm q1 bạ có thể đi chợ bến thành, phố đi bộ, bến bus trên sông rất gần. Đặt biệt nhân viên phục vụ ( Thuỷ , Hồ , Van)lầu 10 phục vụ nhiệt tình chu đáo thức an ngon . nhân viên dẹp phòng Trần Hạnh vui vẻ, nhanh chóng có mat khi cần.Xuân Trường , Thuỳ Trang buffet parkview sáng nhiệt tình chu đáo.sẽ quay lại mùa hè tới và giới thiệu bạn bè .",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"Phòng đẹp, bữa sáng ngon, nhân viên rất thân thiện.Thay vào đó là một khu vực sầm uất của thành phố, không phải là nơi cho một kỳ nghỉ thư giãn mà gần với tất cả các điểm tham quan của thành phốKhoảng cách đi bộ đến chợ và đường phố đóng gói trở lại",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"Nhân viên cực kì thân thiện, ân cần và chu đáo. Phòng ốc mới và đẹp, decor nhìn rất sang trọng, không gian sảnh chờ sang trọng, máy lạnh rất dễ chịu. Nhà hàng làm đồ ăn ngon. Đặc biệt view hồ bơi vô cực đẹp. Chắc chắn sẽ quay lại.💯💯💯❤️❤️❤️❤️❤️💗💗",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"Tối nay tôi dự  1 buổi tiệc của Forbes, tôi được thưởng thức những món ăn của khách sạn Renaissance. Tôi thấy thức ăn rất ngon và nhân viên phục vụ nhiệt tình, luôn hỗ trợ hết mình, Trâm, Tính, Vinh, Phương và Hoàng cảm ơn các bạn rất nhiều",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Thức ăn ngon, nhân viên phục vụ Nam và Hân rất chu đáo, tận tình, phục vụ rất tốt. 2 bạn tư vấn nhiệt tình và rõ ràng. Hải sản tươi ngon, đa dạng, phong phú, chế biến nhiều món.  Không gian sang trọng, thoải mái.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"Phòng mới và rất đẹpNhân viên phục vụ rất chu đáo và lịch sự. Bạn Danh lễ tân hỗ trợ cực kì nhiệt tình. Đồ ăn ngon , do mùa dịch nên đồ ăn uống sẽ dc phục vụ tận phòng. Lần đầu trải nghiệm dịch vụ tại NW và rất thích với không gian và dịch vụ tại đây.Hy vọng khi hết dịch sẽ được trải nghiệm nhiều dịch vụ hơn!!!",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Cực kì enjoy khi ở La vela, mọi thứ đều tuyệt vời, nhân viên take care nhiệt tình mọi lúc, cảm ơn bạn Peace đã hỗ trợ nhiệt tình, chắc chắn sẽ quay lại",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Đã đến Sài Gòn rất nhiều lần nhưng lần này ở Vinpearl Luxury Landmark 81 cảm nhận khác biệt. Khách sạn view đẹp, nhà hàng đồ ăn ngon, phục vụ tốt, đặc biệt nhân viên Quí Khương hướng dẫn tôi nhiệt tình",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Dịch vụ tốt phòng sạch sẽ yên tĩnh không ồn ào, nhân viên tốt, nhiệt tình vui vẻ, có Lam, Hoàng , Nguyên thân thiện, giúp đỡ, ăn sáng phong phú ngon, khách sạn có toạ lạc tốt nhiều chỗ ăn uống vui chơi rất tiện. Tôi sẽ quay lại vào lần công tác tiếp theo, cảm ơn bạn.",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"Trải nghiệm dịch vụ thật tuyệt vời. Các bạn trong team hỗ trợ mình rất nhiều về dịch vụ. Cảm ơn Mr Phong,Ms Hoa, Mr Sơn, mr Nhân đã hỗ trợ nhiệt tình.Chắc chắn đây sẽ là lựa chọn cho những buổi hội thảo tiếp theo của công ty.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Đồ ăn của la vela rất ngon và tuyệt vời. Quang cảnh của khu ngoài trời rất đẹp và rất phù hợp cho các cặp đôi hẹn hò, tuyệt nhất là các bạn nhân viên liên tục take care bọn mình. Bạn Minh và bạn Kiên phục vụ rất tốt và vui vẻ. Mình sẽ quay lại.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Đồ ăn ngon,phục vụ trung Hiếu rất thân thiện,tất cả nhân viên đều rất oki,đã ghé ăn được 3 lần và sẽ dẫn thêm bạn bè người thân đi tiếp.Xuân,Sơn lên món rất nhanh,mấy bạn luôn quan tâm hỏi có cần lên món tiếp ko. Món ăn trang trí khá là bắt mắt. Có dịp tụi mình sẽ ghé lại vào lần sau",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
